video,segment,start,startframe,end,endframe
Lanai_Jul2022_0034,15,14000,419,15000,449
Lanai_Jul2022_0034,16,15000,449,16000,479
Lanai_Jul2022_0034,17,16000,479,17000,509
Lanai_Jul2022_0034,18,17000,509,18000,539
Lanai_Jul2022_0034,19,18000,539,19000,569
Lanai_Jul2022_0034,20,19000,569,20000,599
Lanai_Jul2022_0034,21,20000,599,21000,629
Lanai_Jul2022_0034,22,21000,629,22000,659
Lanai_Jul2022_0034,23,22000,659,23000,689
Lanai_Jul2022_0034,24,23000,689,24000,719
Lanai_Jul2022_0034,25,24000,719,25000,749
Lanai_Jul2022_0034,26,25000,749,26000,779
Lanai_Jul2022_0034,27,26000,779,27000,809
Lanai_Jul2022_0034,28,27000,809,28000,839
Lanai_Jul2022_0034,29,28000,839,29000,869
Lanai_Jul2022_0034,30,29000,869,30000,899
Lanai_Jul2022_0034,31,30000,899,31000,929
Lanai_Jul2022_0034,32,31000,929,32000,959
Lanai_Jul2022_0034,33,32000,959,33000,989
Lanai_Jul2022_0034,34,33000,989,34000,1018
Lanai_Jul2022_0034,35,34000,1018,35000,1048
Lanai_Jul2022_0034,36,35000,1048,36000,1078
Lanai_Jul2022_0034,37,36000,1078,37000,1108
Lanai_Jul2022_0034,38,37000,1108,38000,1138
Lanai_Jul2022_0034,39,38000,1138,39000,1168
Lanai_Jul2022_0034,40,39000,1168,40000,1198
Lanai_Jul2022_0034,41,40000,1198,41000,1228
Lanai_Jul2022_0034,42,41000,1228,42000,1258
Lanai_Jul2022_0034,43,42000,1258,43000,1288
Lanai_Jul2022_0034,44,43000,1288,44000,1318
Lanai_Jul2022_0034,45,44000,1318,45000,1348
Lanai_Jul2022_0034,46,45000,1348,46000,1378
Lanai_Jul2022_0034,47,46000,1378,47000,1408
Lanai_Jul2022_0034,48,47000,1408,48000,1438
Oahu1_Jul2022_0041,1,0,0,1000,29
Oahu1_Jul2022_0041,2,1000,29,2000,59
Oahu1_Jul2022_0041,3,2000,59,3000,89
Oahu1_Jul2022_0041,4,3000,89,4000,119
Oahu1_Jul2022_0041,5,4000,119,5000,149
Oahu1_Jul2022_0041,6,5000,149,6000,179
Oahu1_Jul2022_0041,7,6000,179,7000,209
Oahu1_Jul2022_0041,8,7000,209,8000,239
Oahu1_Jul2022_0041,9,8000,239,9000,269
Oahu1_Jul2022_0041,10,9000,269,10000,299
Oahu1_Jul2022_0041,11,10000,299,11000,329
Oahu1_Jul2022_0041,12,11000,329,12000,359
Oahu1_Jul2022_0041,13,12000,359,13000,389
Oahu1_Jul2022_0041,14,13000,389,14000,419
Oahu1_Jul2022_0041,15,14000,419,15000,449
Oahu1_Jul2022_0041,16,15000,449,16000,479
Oahu1_Jul2022_0041,17,16000,479,17000,509
Oahu1_Jul2022_0041,18,17000,509,18000,539
Oahu1_Jul2022_0041,19,18000,539,18220,546
Padangbai_Jun2022_0050,1,0,0,1000,29
Padangbai_Jun2022_0050,2,1000,29,2000,59
Padangbai_Jun2022_0050,3,2000,59,3000,89
Padangbai_Jun2022_0050,4,3000,89,4000,119
Padangbai_Jun2022_0050,5,4000,119,5000,149
Padangbai_Jun2022_0050,6,5000,149,6000,179
Padangbai_Jun2022_0050,7,6000,179,7000,209
Padangbai_Jun2022_0050,8,7000,209,8000,239
Padangbai_Jun2022_0050,9,8000,239,9000,269
Padangbai_Jun2022_0050,10,9000,269,10000,299
Padangbai_Jun2022_0050,11,10000,299,11000,329
Padangbai_Jun2022_0050,12,11000,329,11340,339
Oahu_Jul2022_0002,1,0,0,1000,29
Oahu_Jul2022_0002,2,1000,29,2000,59
Oahu_Jul2022_0002,3,2000,59,3000,89
Oahu_Jul2022_0002,4,3000,89,4000,119
Oahu_Jul2022_0002,5,4000,119,5000,149
Oahu_Jul2022_0002,6,5000,149,6000,179
Oahu_Jul2022_0002,7,6000,179,7000,209
Oahu_Jul2022_0002,8,7000,209,8000,239
Oahu_Jul2022_0002,9,8000,239,9000,269
Oahu_Jul2022_0002,10,9000,269,10000,299
Oahu_Jul2022_0002,11,10000,299,11000,329
Oahu_Jul2022_0002,12,11000,329,12000,359
Oahu_Jul2022_0002,13,12000,359,13000,389
Oahu_Jul2022_0002,14,13000,389,14000,419
Oahu_Jul2022_0002,15,14000,419,15000,449
Oahu_Jul2022_0002,16,15000,449,16000,479
Oahu_Jul2022_0002,17,16000,479,17000,509
Oahu_Jul2022_0002,18,17000,509,18000,539
Oahu_Jul2022_0002,19,18000,539,19000,569
Oahu_Jul2022_0002,20,19000,569,20000,599
Oahu_Jul2022_0002,21,20000,599,20690,620
Molokai_Jul2022_0009,1,0,0,1000,29
Molokai_Jul2022_0009,2,1000,29,2000,59
Molokai_Jul2022_0009,3,2000,59,3000,89
Molokai_Jul2022_0009,4,3000,89,4000,119
Molokai_Jul2022_0009,5,4000,119,5000,149
Molokai_Jul2022_0009,6,5000,149,6000,179
Molokai_Jul2022_0009,7,6000,179,7000,209
Molokai_Jul2022_0009,8,7000,209,8000,239
Molokai_Jul2022_0009,9,8000,239,9000,269
Molokai_Jul2022_0009,10,9000,269,10000,299
Molokai_Jul2022_0009,11,10000,299,11000,329
Molokai_Jul2022_0009,12,11000,329,12000,359
Molokai_Jul2022_0009,13,12000,359,13000,389
Molokai_Jul2022_0009,14,13000,389,14000,419
Molokai_Jul2022_0009,15,14000,419,15000,449
Molokai_Jul2022_0009,16,15000,449,16000,479
Molokai_Jul2022_0009,17,16000,479,17000,509
Molokai_Jul2022_0009,18,17000,509,18000,539
Molokai_Jul2022_0009,19,18000,539,19000,569
Molokai_Jul2022_0009,20,19000,569,20000,599
Molokai_Jul2022_0009,21,20000,599,21000,629
Molokai_Jul2022_0009,22,21000,629,22000,659
Molokai_Jul2022_0009,23,22000,659,23000,689
Molokai_Jul2022_0009,24,23000,689,24000,719
Molokai_Jul2022_0009,25,24000,719,25000,749
Molokai_Jul2022_0009,26,25000,749,26000,779
Molokai_Jul2022_0009,27,26000,779,27000,809
Molokai_Jul2022_0009,28,27000,809,28000,839
Molokai_Jul2022_0009,29,28000,839,29000,869
Molokai_Jul2022_0009,30,29000,869,30000,899
Molokai_Jul2022_0009,31,30000,899,31000,929
Molokai_Jul2022_0009,32,31000,929,32000,959
Molokai_Jul2022_0009,33,32000,959,33000,989
Molokai_Jul2022_0009,34,33000,989,34000,1018
Molokai_Jul2022_0009,35,34000,1018,35000,1048
Molokai_Jul2022_0009,36,35000,1048,36000,1078
Molokai_Jul2022_0009,37,36000,1078,37000,1108
Molokai_Jul2022_0009,38,37000,1108,38000,1138
Molokai_Jul2022_0009,39,38000,1138,39000,1168
Molokai_Jul2022_0009,40,39000,1168,40000,1198
Molokai_Jul2022_0009,41,40000,1198,41000,1228
Molokai_Jul2022_0009,42,41000,1228,42000,1258
Molokai_Jul2022_0009,43,42000,1258,43000,1288
Molokai_Jul2022_0009,44,43000,1288,44000,1318
Molokai_Jul2022_0009,45,44000,1318,45000,1348
Molokai_Jul2022_0009,46,45000,1348,46000,1378
Molokai_Jul2022_0009,47,46000,1378,47000,1408
Molokai_Jul2022_0009,48,47000,1408,48000,1438
PhuQuoc1_Jun2022_0040,1,0,0,1000,29
PhuQuoc1_Jun2022_0040,2,1000,29,2000,59
PhuQuoc1_Jun2022_0040,3,2000,59,3000,89
PhuQuoc1_Jun2022_0040,4,3000,89,4000,119
PhuQuoc1_Jun2022_0040,5,4000,119,5000,149
PhuQuoc1_Jun2022_0040,6,5000,149,6000,179
PhuQuoc1_Jun2022_0040,7,6000,179,7000,209
PhuQuoc1_Jun2022_0040,8,7000,209,8000,239
PhuQuoc1_Jun2022_0040,9,8000,239,9000,269
PhuQuoc1_Jun2022_0040,10,9000,269,10000,299
PhuQuoc1_Jun2022_0040,11,10000,299,11000,329
PhuQuoc1_Jun2022_0040,12,11000,329,12000,359
PhuQuoc1_Jun2022_0040,13,12000,359,13000,389
PhuQuoc1_Jun2022_0040,14,13000,389,14000,419
PhuQuoc1_Jun2022_0040,15,14000,419,15000,449
PhuQuoc1_Jun2022_0040,16,15000,449,16000,479
PhuQuoc1_Jun2022_0040,17,16000,479,17000,509
PhuQuoc1_Jun2022_0040,18,17000,509,18000,539
PhuQuoc1_Jun2022_0040,19,18000,539,19000,569
PhuQuoc1_Jun2022_0040,20,19000,569,20000,599
PhuQuoc1_Jun2022_0040,21,20000,599,21000,629
PhuQuoc1_Jun2022_0040,22,21000,629,22000,659
PhuQuoc1_Jun2022_0040,23,22000,659,23000,689
PhuQuoc1_Jun2022_0040,24,23000,689,24000,719
PhuQuoc1_Jun2022_0040,25,24000,719,25000,749
PhuQuoc1_Jun2022_0040,26,25000,749,26000,779
PhuQuoc1_Jun2022_0040,27,26000,779,27000,809
PhuQuoc1_Jun2022_0040,28,27000,809,28000,839
PhuQuoc1_Jun2022_0040,29,28000,839,29000,869
PhuQuoc1_Jun2022_0040,30,29000,869,30000,899
PhuQuoc1_Jun2022_0040,31,30000,899,31000,929
PhuQuoc1_Jun2022_0040,32,31000,929,32000,959
PhuQuoc1_Jun2022_0040,33,32000,959,33000,989
PhuQuoc1_Jun2022_0040,34,33000,989,34000,1018
PhuQuoc1_Jun2022_0040,35,34000,1018,35000,1048
PhuQuoc1_Jun2022_0040,36,35000,1048,36000,1078
PhuQuoc1_Jun2022_0040,37,36000,1078,37000,1108
PhuQuoc1_Jun2022_0040,38,37000,1108,38000,1138
PhuQuoc1_Jun2022_0040,39,38000,1138,39000,1168
PhuQuoc1_Jun2022_0040,40,39000,1168,40000,1198
PhuQuoc1_Jun2022_0040,41,40000,1198,41000,1228
PhuQuoc1_Jun2022_0040,42,41000,1228,42000,1258
Tulamben1_Jun2022_0097,1,0,0,1000,29
Tulamben1_Jun2022_0097,2,1000,29,2000,59
Tulamben1_Jun2022_0097,3,2000,59,3000,89
Tulamben1_Jun2022_0097,4,3000,89,4000,119
Tulamben1_Jun2022_0097,5,4000,119,5000,149
Tulamben1_Jun2022_0097,6,5000,149,6000,179
Tulamben1_Jun2022_0097,7,6000,179,7000,209
Tulamben1_Jun2022_0097,8,7000,209,8000,239
Tulamben1_Jun2022_0097,9,8000,239,9000,269
Tulamben1_Jun2022_0097,10,9000,269,10000,299
Tulamben1_Jun2022_0097,11,10000,299,11000,329
Tulamben1_Jun2022_0097,12,11000,329,12000,359
Tulamben1_Jun2022_0097,13,12000,359,12540,375
NusaPenida_Jul2022_0078,1,0,0,1000,29
NusaPenida_Jul2022_0078,2,1000,29,2000,59
NusaPenida_Jul2022_0078,3,2000,59,3000,89
NusaPenida_Jul2022_0078,4,3000,89,4000,119
NusaPenida_Jul2022_0078,5,4000,119,5000,149
NusaPenida_Jul2022_0078,6,5000,149,6000,179
NusaPenida_Jul2022_0078,7,6000,179,7000,209
NusaPenida_Jul2022_0078,8,7000,209,8000,239
NusaPenida_Jul2022_0078,9,8000,239,9000,269
NusaPenida_Jul2022_0078,10,9000,269,10000,299
NusaPenida_Jul2022_0078,11,10000,299,11000,329
NusaPenida_Jul2022_0078,12,11000,329,12000,359
NusaPenida_Jul2022_0078,13,12000,359,13000,389
NusaPenida_Jul2022_0078,14,13000,389,14000,419
NusaPenida_Jul2022_0078,15,14000,419,15000,449
NusaPenida_Jul2022_0078,16,15000,449,16000,479
NusaPenida_Jul2022_0078,17,16000,479,17000,509
NusaPenida_Jul2022_0078,18,17000,509,18000,539
NusaPenida_Jul2022_0078,19,18000,539,19000,569
NusaPenida_Jul2022_0078,20,19000,569,20000,599
NusaPenida_Jul2022_0078,21,20000,599,21000,629
NusaPenida_Jul2022_0078,22,21000,629,22000,659
NusaPenida_Jul2022_0078,23,22000,659,23000,689
NusaPenida_Jul2022_0078,24,23000,689,24000,719
NusaPenida_Jul2022_0078,25,24000,719,25000,749
NusaPenida_Jul2022_0078,26,25000,749,26000,779
NusaPenida_Jul2022_0078,27,26000,779,26190,784
Maldives_Dec2019_0020,1,0,0,1000,25
Maldives_Dec2019_0020,2,1000,25,2000,50
Maldives_Dec2019_0020,3,2000,50,3000,75
Maldives_Dec2019_0020,4,3000,75,4000,100
Maldives_Dec2019_0020,5,4000,100,5000,125
Maldives_Dec2019_0020,6,5000,125,6000,150
Maldives_Dec2019_0020,7,6000,150,7000,175
Maldives_Dec2019_0020,8,7000,175,8000,200
Maldives_Dec2019_0020,9,8000,200,9000,225
Maldives_Dec2019_0020,10,9000,225,10000,250
Maldives_Dec2019_0020,11,10000,250,11000,275
Maldives_Dec2019_0020,12,11000,275,12000,300
Maldives_Dec2019_0020,13,12000,300,13000,325
Maldives_Dec2019_0020,14,13000,325,14000,350
Maldives_Dec2019_0020,15,14000,350,15000,375
Maldives_Dec2019_0020,16,15000,375,16000,400
Maldives_Dec2019_0020,17,16000,400,17000,425
Maldives_Dec2019_0020,18,17000,425,18000,450
Maldives_Dec2019_0020,19,18000,450,19000,475
Maldives_Dec2019_0020,20,19000,475,20000,500
Maldives_Dec2019_0020,21,20000,500,21000,525
Maldives_Dec2019_0020,22,21000,525,22000,550
Maldives_Dec2019_0020,23,22000,550,23000,575
Maldives_Dec2019_0020,24,23000,575,24000,600
Maldives_Dec2019_0020,25,24000,600,25000,625
Maldives_Dec2019_0020,26,25000,625,26000,650
Maldives_Dec2019_0020,27,26000,650,27000,675
Maldives_Dec2019_0020,28,27000,675,28000,700
Maldives_Dec2019_0020,29,28000,700,29000,725
Maldives_Dec2019_0020,30,29000,725,30000,750
Maldives_Dec2019_0020,31,30000,750,31000,775
Maldives_Dec2019_0020,32,31000,775,32000,800
Maldives_Dec2019_0020,33,32000,800,33000,825
Maldives_Dec2019_0020,34,33000,825,34000,850
Maldives_Dec2019_0020,35,34000,850,35000,875
Maldives_Dec2019_0020,36,35000,875,36000,900
Maldives_Dec2019_0020,37,36000,900,37000,925
Maldives_Dec2019_0020,38,37000,925,38000,950
Maldives_Dec2019_0020,39,38000,950,39000,975
Maldives_Dec2019_0020,40,39000,975,40000,1000
Maldives_Dec2019_0020,41,40000,1000,41000,1025
Maldives_Dec2019_0020,42,41000,1025,42000,1050
Maldives_Dec2019_0020,43,42000,1050,43000,1075
Maldives_Dec2019_0020,44,43000,1075,44000,1100
Maldives_Dec2019_0020,45,44000,1100,45000,1125
Maldives_Dec2019_0020,46,45000,1125,46000,1150
Maldives_Dec2019_0020,47,46000,1150,47000,1175
Maldives_Dec2019_0020,48,47000,1175,48000,1200
Maldives_Dec2019_0020,49,48000,1200,49000,1225
Maldives_Dec2019_0020,50,49000,1225,50000,1250
Maldives_Dec2019_0020,51,50000,1250,51000,1275
Maldives_Dec2019_0020,52,51000,1275,52000,1300
Maldives_Dec2019_0020,53,52000,1300,53000,1325
Maldives_Dec2019_0020,54,53000,1325,54000,1350
Molokini_Jul2022_0032,1,0,0,1000,29
Molokini_Jul2022_0032,2,1000,29,2000,59
Molokini_Jul2022_0032,3,2000,59,3000,89
Molokini_Jul2022_0032,4,3000,89,4000,119
Molokini_Jul2022_0032,5,4000,119,5000,149
Molokini_Jul2022_0032,6,5000,149,6000,179
Molokini_Jul2022_0032,7,6000,179,7000,209
Molokini_Jul2022_0032,8,7000,209,8000,239
Molokini_Jul2022_0032,9,8000,239,9000,269
Molokini_Jul2022_0032,10,9000,269,10000,299
Molokini_Jul2022_0032,11,10000,299,11000,329
Molokini_Jul2022_0032,12,11000,329,12000,359
Molokini_Jul2022_0032,13,12000,359,13000,389
Molokini_Jul2022_0032,14,13000,389,14000,419
Molokini_Jul2022_0032,15,14000,419,15000,449
Molokini_Jul2022_0032,16,15000,449,16000,479
Molokini_Jul2022_0032,17,16000,479,17000,509
Molokini_Jul2022_0032,18,17000,509,17050,510
Manza_Feb2020_0014,1,0,0,1000,30
Manza_Feb2020_0014,2,1000,30,2000,60
Manza_Feb2020_0014,3,2000,60,3000,90
Manza_Feb2020_0014,4,3000,90,4000,120
Manza_Feb2020_0014,5,4000,120,5000,150
Manza_Feb2020_0014,6,5000,150,6000,180
Manza_Feb2020_0014,7,6000,180,7000,210
Manza_Feb2020_0014,8,7000,210,8000,240
Manza_Feb2020_0014,9,8000,240,9000,270
Manza_Feb2020_0014,10,9000,270,10000,300
Manza_Feb2020_0014,11,10000,300,11000,330
Manza_Feb2020_0014,12,11000,330,12000,360
Manza_Feb2020_0014,13,12000,360,13000,390
Manza_Feb2020_0014,14,13000,390,14000,420
Manza_Feb2020_0014,15,14000,420,15000,450
Manza_Feb2020_0014,16,15000,450,16000,480
Manza_Feb2020_0014,17,16000,480,17000,510
Manza_Feb2020_0014,18,17000,510,18000,540
Manza_Feb2020_0014,19,18000,540,19000,570
Manza_Feb2020_0014,20,19000,570,20000,600
Manza_Feb2020_0014,21,20000,600,21000,630
Manza_Feb2020_0014,22,21000,630,22000,660
Manza_Feb2020_0014,23,22000,660,23000,690
Manza_Feb2020_0014,24,23000,690,24000,720
Manza_Feb2020_0014,25,24000,720,25000,750
Manza_Feb2020_0014,26,25000,750,26000,780
Manza_Feb2020_0014,27,26000,780,27000,810
Manza_Feb2020_0014,28,27000,810,28000,840
Manza_Feb2020_0014,29,28000,840,29000,870
Manza_Feb2020_0014,30,29000,870,30000,900
Manza_Feb2020_0014,31,30000,900,31000,930
Manza_Feb2020_0014,32,31000,930,32000,960
Manza_Feb2020_0014,33,32000,960,33000,990
Tulamben1_Jun2022_0058,1,0,0,1000,29
Tulamben1_Jun2022_0058,2,1000,29,2000,59
Tulamben1_Jun2022_0058,3,2000,59,3000,89
Tulamben1_Jun2022_0058,4,3000,89,4000,119
Tulamben1_Jun2022_0058,5,4000,119,5000,149
Tulamben1_Jun2022_0058,6,5000,149,6000,179
Tulamben1_Jun2022_0058,7,6000,179,7000,209
Tulamben1_Jun2022_0058,8,7000,209,8000,239
Tulamben1_Jun2022_0058,9,8000,239,9000,269
Tulamben1_Jun2022_0058,10,9000,269,10000,299
Tulamben1_Jun2022_0058,11,10000,299,11000,329
Tulamben1_Jun2022_0058,12,11000,329,12000,359
Tulamben1_Jun2022_0058,13,12000,359,13000,389
Tulamben1_Jun2022_0058,14,13000,389,14000,419
Tulamben1_Jun2022_0058,15,14000,419,15000,449
Tulamben1_Jun2022_0058,16,15000,449,16000,479
Tulamben1_Jun2022_0058,17,16000,479,17000,509
Tulamben1_Jun2022_0058,18,17000,509,18000,539
Tulamben1_Jun2022_0058,19,18000,539,19000,569
Tulamben1_Jun2022_0058,20,19000,569,20000,599
Tulamben1_Jun2022_0058,21,20000,599,21000,629
Tulamben1_Jun2022_0058,22,21000,629,22000,659
Tulamben1_Jun2022_0058,23,22000,659,23000,689
Tulamben1_Jun2022_0058,24,23000,689,24000,719
Tulamben1_Jun2022_0058,25,24000,719,25000,749
Tulamben1_Jun2022_0058,26,25000,749,26000,779
Tulamben1_Jun2022_0058,27,26000,779,27000,809
Tulamben1_Jun2022_0058,28,27000,809,28000,839
Tulamben1_Jun2022_0058,29,28000,839,29000,869
Tulamben1_Jun2022_0058,30,29000,869,30000,899
Tulamben1_Jun2022_0058,31,30000,899,31000,929
Tulamben1_Jun2022_0058,32,31000,929,32000,959
Tulamben1_Jun2022_0058,33,32000,959,33000,989
Tulamben1_Jun2022_0058,34,33000,989,34000,1018
Tulamben1_Jun2022_0058,35,34000,1018,35000,1048
Tulamben1_Jun2022_0058,36,35000,1048,36000,1078
Tulamben1_Jun2022_0058,37,36000,1078,37000,1108
Tulamben1_Jun2022_0058,38,37000,1108,38000,1138
Tulamben1_Jun2022_0058,39,38000,1138,39000,1168
Tulamben1_Jun2022_0058,40,39000,1168,40000,1198
Tulamben1_Jun2022_0058,41,40000,1198,41000,1228
Tulamben1_Jun2022_0058,42,41000,1228,42000,1258
Tulamben1_Jun2022_0058,43,42000,1258,43000,1288
Tulamben1_Jun2022_0058,44,43000,1288,44000,1318
Tulamben1_Jun2022_0058,45,44000,1318,45000,1348
Tulamben1_Jun2022_0058,46,45000,1348,46000,1378
Tulamben1_Jun2022_0058,47,46000,1378,47000,1408
Tulamben1_Jun2022_0058,48,47000,1408,48000,1438
Tulamben1_Jun2022_0058,49,48000,1438,49000,1468
Tulamben1_Jun2022_0058,50,49000,1468,50000,1498
Tulamben1_Jun2022_0058,51,50000,1498,51000,1528
Tulamben1_Jun2022_0058,52,51000,1528,52000,1558
Tulamben1_Jun2022_0058,53,52000,1558,53000,1588
Tulamben1_Jun2022_0058,54,53000,1588,54000,1618
Tulamben1_Jun2022_0058,55,54000,1618,55000,1648
Tulamben1_Jun2022_0058,56,55000,1648,56000,1678
Tulamben1_Jun2022_0058,57,56000,1678,57000,1708
Tulamben_Jun2022_0085,1,0,0,1000,29
Tulamben_Jun2022_0085,2,1000,29,2000,59
Tulamben_Jun2022_0085,3,2000,59,3000,89
Tulamben_Jun2022_0085,4,3000,89,4000,119
Tulamben_Jun2022_0085,5,4000,119,5000,149
Tulamben_Jun2022_0085,6,5000,149,6000,179
Tulamben_Jun2022_0085,7,6000,179,7000,209
Tulamben_Jun2022_0085,8,7000,209,8000,239
Tulamben_Jun2022_0085,9,8000,239,9000,269
Tulamben_Jun2022_0085,10,9000,269,10000,299
Tulamben_Jun2022_0085,11,10000,299,11000,329
Tulamben_Jun2022_0085,12,11000,329,12000,359
Tulamben_Jun2022_0085,13,12000,359,13000,389
Tulamben_Jun2022_0085,14,13000,389,14000,419
Tulamben_Jun2022_0085,15,14000,419,15000,449
Tulamben_Jun2022_0085,16,15000,449,16000,479
Tulamben_Jun2022_0085,17,16000,479,17000,509
Tulamben_Jun2022_0085,18,17000,509,18000,539
Tulamben_Jun2022_0085,19,18000,539,19000,569
Tulamben_Jun2022_0085,20,19000,569,20000,599
Tulamben_Jun2022_0085,21,20000,599,21000,629
Tulamben_Jun2022_0085,22,21000,629,22000,659
Tulamben_Jun2022_0085,23,22000,659,23000,689
Tulamben_Jun2022_0085,24,23000,689,24000,719
Tulamben_Jun2022_0085,25,24000,719,25000,749
Tulamben_Jun2022_0085,26,25000,749,26000,779
Tulamben_Jun2022_0085,27,26000,779,27000,809
Tulamben_Jun2022_0085,28,27000,809,28000,839
Tulamben_Jun2022_0085,29,28000,839,29000,869
Tulamben_Jun2022_0085,30,29000,869,30000,899
Tulamben_Jun2022_0085,31,30000,899,31000,929
Tulamben_Jun2022_0085,32,31000,929,32000,959
Tulamben_Jun2022_0085,33,32000,959,33000,989
Tulamben_Jun2022_0085,34,33000,989,34000,1018
Tulamben_Jun2022_0085,35,34000,1018,35000,1048
Tulamben_Jun2022_0085,36,35000,1048,36000,1078
Tulamben_Jun2022_0085,37,36000,1078,37000,1108
Tulamben_Jun2022_0085,38,37000,1108,38000,1138
Tulamben_Jun2022_0085,39,38000,1138,39000,1168
Tulamben_Jun2022_0085,40,39000,1168,40000,1198
Tulamben_Jun2022_0085,41,40000,1198,41000,1228
Tulamben_Jun2022_0085,42,41000,1228,42000,1258
Tulamben_Jun2022_0085,43,42000,1258,43000,1288
Tulamben_Jun2022_0085,44,43000,1288,44000,1318
Tulamben_Jun2022_0085,45,44000,1318,45000,1348
Tulamben_Jun2022_0085,46,45000,1348,46000,1378
Tulamben_Jun2022_0085,47,46000,1378,47000,1408
Tulamben_Jun2022_0085,48,47000,1408,48000,1438
Tulamben_Jun2022_0085,49,48000,1438,49000,1468
Manza_Feb2020_0013,1,0,0,1000,30
Manza_Feb2020_0013,2,1000,30,2000,60
Manza_Feb2020_0013,3,2000,60,3000,90
Manza_Feb2020_0013,4,3000,90,4000,120
Manza_Feb2020_0013,5,4000,120,5000,150
Manza_Feb2020_0013,6,5000,150,6000,180
Manza_Feb2020_0013,7,6000,180,7000,210
Manza_Feb2020_0013,8,7000,210,8000,240
Manza_Feb2020_0013,9,8000,240,9000,270
Manza_Feb2020_0013,10,9000,270,10000,300
Manza_Feb2020_0013,11,10000,300,11000,330
Manza_Feb2020_0013,12,11000,330,12000,360
Manza_Feb2020_0013,13,12000,360,13000,390
Manza_Feb2020_0013,14,13000,390,14000,420
Manza_Feb2020_0013,15,14000,420,15000,450
Manza_Feb2020_0013,16,15000,450,16000,480
Manza_Feb2020_0013,17,16000,480,16600,498
Silverstrand_Aug2022_0026,1,0,0,1000,60
Silverstrand_Aug2022_0026,2,1000,60,2000,120
Silverstrand_Aug2022_0026,3,2000,120,3000,180
Silverstrand_Aug2022_0026,4,3000,180,4000,240
Silverstrand_Aug2022_0026,5,4000,240,5000,300
Silverstrand_Aug2022_0026,6,5000,300,6000,360
Silverstrand_Aug2022_0026,7,6000,360,7000,420
Silverstrand_Aug2022_0026,8,7000,420,8000,480
Silverstrand_Aug2022_0026,9,8000,480,9000,540
Silverstrand_Aug2022_0026,10,9000,540,10000,600
Silverstrand_Aug2022_0026,11,10000,600,11000,660
Silverstrand_Aug2022_0026,12,11000,660,12000,720
Silverstrand_Aug2022_0026,13,12000,720,13000,780
Silverstrand_Aug2022_0026,14,13000,780,14000,840
Silverstrand_Aug2022_0026,15,14000,840,15000,900
Silverstrand_Aug2022_0026,16,15000,900,16000,960
Silverstrand_Aug2022_0026,17,16000,960,17000,1020
Silverstrand_Aug2022_0026,18,17000,1020,18000,1080
Silverstrand_Aug2022_0026,19,18000,1080,19000,1140
Silverstrand_Aug2022_0026,20,19000,1140,20000,1200
Silverstrand_Aug2022_0026,21,20000,1200,21000,1260
Silverstrand_Aug2022_0026,22,21000,1260,22000,1320
Silverstrand_Aug2022_0026,23,22000,1320,23000,1380
Silverstrand_Aug2022_0026,24,23000,1380,24000,1440
Silverstrand_Aug2022_0026,25,24000,1440,25000,1500
Silverstrand_Aug2022_0026,26,25000,1500,26000,1560
Silverstrand_Aug2022_0026,27,26000,1560,27000,1620
Silverstrand_Aug2022_0026,28,27000,1620,28000,1680
Silverstrand_Aug2022_0026,29,28000,1680,29000,1740
Silverstrand_Aug2022_0026,30,29000,1740,30000,1800
Silverstrand_Aug2022_0026,31,30000,1800,31000,1860
Silverstrand_Aug2022_0026,32,31000,1860,32000,1920
Silverstrand_Aug2022_0026,33,32000,1920,33000,1980
Silverstrand_Aug2022_0026,34,33000,1980,34000,2040
Silverstrand_Aug2022_0026,35,34000,2040,35000,2100
Silverstrand_Aug2022_0026,36,35000,2100,36000,2160
Silverstrand_Aug2022_0026,37,36000,2160,37000,2220
Silverstrand_Aug2022_0026,38,37000,2220,38000,2280
Silverstrand_Aug2022_0026,39,38000,2280,39000,2340
Silverstrand_Aug2022_0026,40,39000,2340,40000,2400
Silverstrand_Aug2022_0026,41,40000,2400,41000,2460
Silverstrand_Aug2022_0026,42,41000,2460,42000,2520
Silverstrand_Aug2022_0026,43,42000,2520,43000,2580
Silverstrand_Aug2022_0026,44,43000,2580,44000,2640
Silverstrand_Aug2022_0026,45,44000,2640,45000,2700
Silverstrand_Aug2022_0026,46,45000,2700,46000,2760
Silverstrand_Aug2022_0026,47,46000,2760,47000,2820
Silverstrand_Aug2022_0026,48,47000,2820,48000,2880
Silverstrand_Aug2022_0026,49,48000,2880,49000,2940
Silverstrand_Aug2022_0026,50,49000,2940,50000,3000
Silverstrand_Aug2022_0026,51,50000,3000,51000,3060
Silverstrand_Aug2022_0026,52,51000,3060,52000,3120
Silverstrand_Aug2022_0026,53,52000,3120,53000,3180
Silverstrand_Aug2022_0026,54,53000,3180,54000,3240
Silverstrand_Aug2022_0026,55,54000,3240,55000,3300
Silverstrand_Aug2022_0026,56,55000,3300,56000,3360
Silverstrand_Aug2022_0026,57,56000,3360,57000,3420
Silverstrand_Aug2022_0026,58,57000,3420,58000,3480
Silverstrand_Aug2022_0026,59,58000,3480,59000,3540
Silverstrand_Aug2022_0026,60,59000,3540,60000,3600
Silverstrand_Aug2022_0026,61,60000,3600,61000,3660
Silverstrand_Aug2022_0026,62,61000,3660,62000,3720
Silverstrand_Aug2022_0026,63,62000,3720,63000,3780
